"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,3,0,3
"GM",12822,188371,1082,4358
"Tolerant",188138,118152,4000,7285
"Vulnerable",295,3411,4352,3616
"Unclassified",11845,16080,5642,114146
