"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",36,56,5,20
"GM",10619,203690,1288,1478
"Tolerant",199065,122931,5120,1745
"Vulnerable",1751,5677,9491,857
"Unclassified",937,1612,794,116429
