"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",12,3,15,517
"GM",10,0,0,46
"Tolerant",0,0,1,88
"Vulnerable",5,1,1649,4209
"Unclassified",67,15,5638,11881
