"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",588,31242,3415,3881
"Tolerant",89469,260004,50462,27931
"Vulnerable",2164,94627,30904,17024
"Unclassified",5831,41709,17453,130809
