"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,0,3
"GM",7186,19761,200,3190
"Tolerant",21451,6628,455,4486
"Vulnerable",1184,1477,23264,43256
"Unclassified",10583,9014,20060,215460
