"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3628,800,152,2693
"GM",36009,37228,1696,17549
"Tolerant",27023,8776,918,7729
"Vulnerable",3981,2658,16294,79341
"Unclassified",7127,5172,15089,125838
