"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,10
"GM",0,0,0,5
"Tolerant",0,0,0,1
"Vulnerable",15,0,3353,9335
"Unclassified",973,7,8562,21384
