"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",5,9,9,5
"GM",25982,448767,4130,13866
"Tolerant",429181,151994,10758,34077
"Vulnerable",1295,1832,7659,1498
"Unclassified",48744,47448,159631,44620
