"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1782,717,35090,620,287
"GM",2914,20121,112740,1419,491
"Tolerant",31786,107321,500071,8431,4401
"Vulnerable",165,545,6202,26423,2896
"Unclassified",120,638,7240,5936,137891
