"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",437,352,162,1052
"GM",19505,39218,1699,10972
"Tolerant",31160,10358,1298,9544
"Vulnerable",4036,3821,20150,64994
"Unclassified",9278,10181,25659,163755
