"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",97,544,238,290,16
"GM",711,44751,77730,1114,2857
"Tolerant",22,61613,9623,891,1936
"Vulnerable",27,3747,2502,85436,20809
"Unclassified",6,5856,2413,19550,84852
