"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",6,89,127,0,361
"GM",48,10637,36072,94,7321
"Tolerant",119,39874,14904,466,12339
"Vulnerable",2,151,1038,2455,3930
"Unclassified",87,6838,8664,4010,116737
