"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1440,502,2279,1494,717
"GM",1461,3291,8386,2060,1045
"Tolerant",3263,6420,38567,4520,2301
"Vulnerable",1031,1071,2740,50488,4042
"Unclassified",257,819,2068,48889,202361
