"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",11728,3748,4370,424,1697
"GM",4436,9033,6603,396,588
"Tolerant",3184,9219,8495,176,413
"Vulnerable",751,715,414,3652,2564
"Unclassified",7910,3844,4039,1520,117603
