"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,19
"GM",32829,314687,1406,23515
"Tolerant",339436,165092,3782,24792
"Vulnerable",603,2230,26398,16636
"Unclassified",18842,28805,20370,138071
