"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,1,170
"GM",1,0,1,330
"Tolerant",1,1,11,374
"Vulnerable",3,8,97,982
"Unclassified",6,25,20,6640
