"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2,41,13,13,436
"GM",38,9547,24643,964,11527
"Tolerant",31,19124,3265,471,10540
"Vulnerable",13,226,86,409,2014
"Unclassified",97,2607,1497,1576,51462
