"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",25752,1,640758,982,15566
"GM",113,0,72,5,3
"Tolerant",603330,19,463142,47053,93540
"Vulnerable",19519,1,19081,6194,1373
"Unclassified",60753,5,99813,217426,297447
