"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",121,12,545,1072,1859
"GM",27,5006,4220,761,227
"Tolerant",509,2414,84156,27810,9386
"Vulnerable",1289,598,36978,428458,131887
"Unclassified",551,51,3942,35767,95786
