"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",100,103,560,1552
"GM",0,0,0,1
"Tolerant",222,14567,1980,7632
"Vulnerable",1237,3140,104700,85722
"Unclassified",841,2411,13312,140525
