"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2,59,55,1,67
"GM",693,73474,222581,2041,7263
"Tolerant",273,231318,53879,3497,8281
"Vulnerable",65,2155,3428,1879,2816
"Unclassified",1078,16850,17761,2344,105936
