"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,8,0,0,6
"GM",10,18559,404768,1130,883
"Tolerant",8,483864,464629,2201,2504
"Vulnerable",0,708,1362,1681,331
"Unclassified",13,4514,3071,441,65320
