"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,0,1
"GM",33943,390180,141,12077
"Tolerant",439256,458095,424,16278
"Vulnerable",300,658,2408,2406
"Unclassified",7120,19297,1934,71492
