"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",7625,94949,7607,18145
"Tolerant",90617,49008,18995,24540
"Vulnerable",2067,9217,119109,101205
"Unclassified",13939,27053,74636,782419
