"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",8635,81104,3805,25860
"Tolerant",78681,34496,12078,33954
"Vulnerable",6368,14112,97024,97891
"Unclassified",34642,53448,118691,740342
