"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,0,9
"GM",18839,360071,1281,25244
"Tolerant",358474,77418,2179,28166
"Vulnerable",2409,1213,24476,15676
"Unclassified",26909,24069,17862,152972
