"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",31,71,85,30
"GM",0,0,0,3
"Tolerant",8,228,61,13
"Vulnerable",26,78,3303,184
"Unclassified",17,56,412,4311
