"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",6,164,439,29,661
"GM",2,6779,40506,49,8655
"Tolerant",4,34935,28440,87,9420
"Vulnerable",1,108,125,259,3258
"Unclassified",37,4677,5719,1318,33335
