"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,0,78
"GM",270,404,0,2181
"Tolerant",844,1215,5,4322
"Vulnerable",56,67,0,6222
"Unclassified",853,1864,52,51591
