"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,0,64
"GM",0,68,0,92,727
"Tolerant",0,148,175,177,1496
"Vulnerable",0,833,7,2871,6462
"Unclassified",11,212,146,17380,69821
