"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",67782,83215,3470,3067
"Tolerant",67591,58873,17518,3869
"Vulnerable",2496,12575,185003,46844
"Unclassified",21186,22326,19305,384307
