"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,0,2
"GM",20299,208959,2838,12819
"Tolerant",200904,285533,16073,42974
"Vulnerable",741,19533,44415,20308
"Unclassified",31285,107585,31785,193758
