"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,1,0
"GM",11433,262610,1469,24772
"Tolerant",216628,326884,13249,48710
"Vulnerable",924,18259,43703,13467
"Unclassified",21818,82055,75493,78337
