"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1105,445,268,5422
"Tolerant",781,50754,26660,6523
"Vulnerable",784,31208,73742,23843
"Unclassified",5633,6486,21708,74327
