"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,0,16
"GM",0,0,195,22,82
"Tolerant",0,0,392,199,806
"Vulnerable",1,1,54,2022,7495
"Unclassified",2,5,326,6861,35102
