"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,2
"GM",0,0,0,4
"Tolerant",0,1,1,31
"Vulnerable",0,1,648,867
"Unclassified",1,0,822,4485
