"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,25,54,12,77
"GM",6,703,778,917,3069
"Tolerant",4,781,904,933,1914
"Vulnerable",20,1126,967,105296,35991
"Unclassified",22,1161,705,7877,25868
