"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3,0,0,1
"GM",4701,449,129,366
"Tolerant",2946,687,214,2235
"Vulnerable",991,182,28956,10483
"Unclassified",916,153,3858,131941
