"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",129,389,20,8
"GM",65758,210858,956,8621
"Tolerant",250415,33310,1015,6427
"Vulnerable",2276,1360,15529,19682
"Unclassified",10596,6308,14320,95990
