"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",58,154,297,14,198
"GM",783,53185,346770,831,10329
"Tolerant",651,141062,154834,604,5369
"Vulnerable",6,40,223,78,50
"Unclassified",16374,31106,118345,1188,205313
