"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",7445,235562,2675,17226
"GM",0,1,31,0
"Tolerant",234265,142358,155313,20105
"Vulnerable",5923,162213,565940,55246
"Unclassified",27226,23446,44628,254839
