"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",16573,1565,28811,3730,55730
"GM",1848,6805,118778,1149,7215
"Tolerant",15348,42521,421241,5623,35994
"Vulnerable",14,107,2344,12,407
"Unclassified",14807,4254,51021,47235,545008
