"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",6095,209,2454,560
"Tolerant",5264,14189,5472,348
"Vulnerable",3689,6000,182164,7426
"Unclassified",55827,3025,28245,141030
