"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,187,327,4,447
"GM",0,5632,151282,1209,24786
"Tolerant",0,145185,236358,7455,79312
"Vulnerable",0,1897,10171,55057,77230
"Unclassified",13,7957,31896,19905,144513
