"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",5,65,22,16,195
"GM",83,107209,272381,3737,25802
"Tolerant",510,269643,51265,3258,23471
"Vulnerable",2,1166,2026,10737,5273
"Unclassified",209,20850,17443,12152,68836
