"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",9869,1332,3055,3637
"Tolerant",2081,45533,28682,980
"Vulnerable",1044,23633,120681,12342
"Unclassified",5870,8253,36213,132279
