"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",22089,388531,2881,29281
"Tolerant",364077,279427,28753,67766
"Vulnerable",3644,23846,180823,105857
"Unclassified",42972,78220,124212,950043
