"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",24661,725956,14202,4658
"Tolerant",747214,1044052,787348,21612
"Vulnerable",15808,687822,119905,58073
"Unclassified",28852,62751,184711,223145
