"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",6704,667056,2649,26781
"GM",0,0,1,0
"Tolerant",646053,1276541,576449,125867
"Vulnerable",3786,437498,22555,18695
"Unclassified",22843,100122,28861,788309
