"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",88362,912666,29850,72937
"GM",22,5,12,0
"Tolerant",925426,348507,172236,40086
"Vulnerable",28446,161127,108741,176620
"Unclassified",60977,39407,77986,435989
