"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1463,1385,134,115
"GM",0,0,4,0
"Tolerant",1343,886,828,60
"Vulnerable",412,982,125034,3781
"Unclassified",698,3364,47304,157453
