"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",165,559,1603,380,2952
"GM",978,37207,197904,3290,25574
"Tolerant",2487,181650,122443,9413,65559
"Vulnerable",1070,4099,10449,37496,48871
"Unclassified",3006,6677,12695,12705,76782
