"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",7024,11,14,76,4393
"GM",0,0,6,44,213
"Tolerant",18,0,566,140,729
"Vulnerable",411,14,348,3228,2655
"Unclassified",13374,589,1468,7093,39184
