"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",792,2048,564,3419
"Tolerant",2823,4163,7581,3737
"Vulnerable",855,10807,142476,128772
"Unclassified",15391,15154,217849,154330
