"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3,86,158,34,376
"GM",206,96010,316779,1881,8188
"Tolerant",157,320886,72957,3047,7824
"Vulnerable",37,2181,2827,8579,3975
"Unclassified",712,7768,6739,4317,54044
