"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3571,4,3662,77,1327
"GM",52,4,77,0,11
"Tolerant",6851,10,33277,211,3850
"Vulnerable",357,6,462,3066,6665
"Unclassified",2968,27,7594,6909,110747
