"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,20
"GM",16,18,37,8
"Tolerant",16,194,55,48
"Vulnerable",24,12,2822,552
"Unclassified",50,81,378,17023
