"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",28760,4515,11756,15887
"Tolerant",5660,129619,76050,10824
"Vulnerable",3902,67060,279587,23274
"Unclassified",5456,2478,24172,292440
