"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1794,83,90,42,1451
"GM",62,4964,451,146,2290
"Tolerant",24,332,501,70,645
"Vulnerable",14,367,203,5539,7857
"Unclassified",1074,2396,1187,6483,84058
