"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,5,2,1,2
"GM",1,44889,339254,2642,12981
"Tolerant",1,312838,70365,3770,7326
"Vulnerable",2,6987,10606,101844,40944
"Unclassified",5,42800,45555,40977,122939
