"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2,60,113,14,50
"GM",25,415,1123,104,279
"Tolerant",123,1710,5895,578,3251
"Vulnerable",7,197,478,2902,4233
"Unclassified",117,1421,4811,7633,47179
