"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",139,338,541,207,694
"GM",1132,160102,348488,3928,18808
"Tolerant",1588,346220,94444,25247,13992
"Vulnerable",613,12499,39950,29091,23901
"Unclassified",2685,47088,21205,40397,156120
