"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",3011,5775,6667,4315
"Tolerant",866,21251,19299,7655
"Vulnerable",1716,25514,102274,23168
"Unclassified",2307,10232,29488,217223
