"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"GM",0,1418,680,31,362
"Tolerant",0,1447,935,246,141
"Vulnerable",0,176,55,20632,5511
"Unclassified",2,749,306,15373,35311
